id,servicio,costo,codigo,fecha
388.0,portería 24/7,150000.0,uh-srv02,2026-02-22
265.0,portería 24/7,80000.0,uh-srv01,2026-01-27
482.0,administración ph,80000.0,uh-srv01,2026-03-09
280.0,mantenimiento piscina,80000.0,uh-srv03,2026-01-14
4.0,administración ph,250000.0,uh-srv02,2026-02-01
322.0,mantenimiento piscina,80000.0,uh-srv01,2026-01-01
23.0,mantenimiento piscina,150000.0,uh-srv03,2026-01-31
354.0,mantenimiento piscina,60000.0,uh-srv04,2026-01-01
324.0,internet fibra,60000.0,uh-srv03,2026-03-15
80.0,internet fibra,150000.0,uh-srv01,2026-03-20
125.0,mantenimiento piscina,150000.0,uh-srv03,2026-01-11
150.0,internet fibra,60000.0,uh-srv04,2026-01-15
200.0,portería 24/7,150000.0,uh-srv02,2026-01-16
70.0,administración ph,60000.0,uh-srv01,2026-01-28
443.0,mantenimiento piscina,80000.0,uh-srv02,2026-03-20
117.0,mantenimiento piscina,250000.0,uh-srv02,2026-02-06
191.0,internet fibra,60000.0,uh-srv04,2026-01-17
262.0,portería 24/7,80000.0,uh-srv01,2026-01-01
324.0,administración ph,150000.0,uh-srv01,2026-02-26
138.0,internet fibra,80000.0,uh-srv01,2026-02-14
404.0,administración ph,80000.0,uh-srv04,2026-03-08
204.0,internet fibra,80000.0,uh-srv03,2026-01-01
406.0,administración ph,80000.0,uh-srv03,2026-01-01
117.0,mantenimiento piscina,250000.0,uh-srv04,2026-01-07
303.0,administración ph,60000.0,uh-srv03,2026-03-27
219.0,portería 24/7,250000.0,uh-srv01,2026-01-01
427.0,mantenimiento piscina,60000.0,uh-srv02,2026-01-01
339.0,internet fibra,150000.0,uh-srv03,2026-01-01
349.0,portería 24/7,150000.0,uh-srv01,2026-01-01
311.0,mantenimiento piscina,60000.0,uh-srv01,2026-01-01
219.0,portería 24/7,60000.0,uh-srv02,2026-02-04
356.0,portería 24/7,150000.0,uh-srv01,2026-01-06
85.0,internet fibra,150000.0,uh-srv02,2026-01-14
139.0,administración ph,250000.0,uh-srv04,2026-03-30
149.0,internet fibra,250000.0,uh-srv03,2026-02-28
39.0,mantenimiento piscina,60000.0,uh-srv01,2026-01-01
90.0,administración ph,60000.0,uh-srv04,2026-01-01
210.0,mantenimiento piscina,60000.0,uh-srv04,2026-01-01
98.0,administración ph,80000.0,uh-srv03,2026-01-01
308.0,portería 24/7,150000.0,uh-srv01,2026-02-14
155.0,internet fibra,60000.0,uh-srv01,2026-03-11
250.0,portería 24/7,150000.0,uh-srv02,2026-02-18
